,,,,,Telephone:,204-957-0230 FX,957-5304
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,Qty-shipped,Unit price,Lin-disc%,Ext-price,,Gross-margin
10,BR125,QUOC VIET SEASONING,,,1,CTNS,102.00,/CTNS,0.000,102.00,10.20
20,BR126,QUOC VIET SOUP GA,,,1,CTNS,102.00,/CTNS,0.000,102.00,10.20
25,BR128,QUOC VIET BUN RIEU CUA,,*S,1,CTNS,102.00,/CTNS,0.000,102.00,10.20
30,UT600,RICE BOX,*L*,,11,EACH,38.00,/EACH,0.000,418.00,55.00
41,UT600A,RICE BOX,*S*,,5,CTNS,36.00,/CTNS,0.000,180.00,22.50
60,BM102,B.WHEAT NOODLE (LONG),,,1,CTNS,30.00,/CTNS,0.000,30.00,5.00
61,BM118,B.ROYAL TEA MIX,,,1,CTNS,125.00,/CTNS,0.000,125.00,15.00
70,BM100A,B.PICKED TEA (YU ZA NA),,,1,CTNS,125.00,/CTNS,0.000,125.00,15.00
80,BM118A,B.BIRDY COFFEE,3+1 YELLOW,,1,CTNS,72.00,/CTNS,0.000,72.00,7.00
90,BS243,LAL BBS TIPS TW,*40LBS*,,40,CTNS,16.50,/CTNS,0.000,660.00,226.00
120,CO155C,HELLO PANDA STRAWBERY,*L*,,2,CTNS,25.00,/CTNS,0.000,50.00,5.00
140,CO155B,HELLO PANDA CHOCOLATE,*L*,,2,CTNS,25.00,/CTNS,0.000,50.00,5.00
150,RS104,MY THO RICE VERMICELLI,,,11,CTNS,31.82,/CTNS,0.000,350.02,58.74
170,TA125,E FAT TAPIOCA PEARL*COLOR,,,10,CTNS,52.00,/CTNS,0.000,520.00,50.00
180,BM005,B.RICE STICK (DIAMOND MT),,,1,CTNS,40.00,/CTNS,0.000,40.00,7.00
190,BM116,B.ROASTED SUNFLOWER SEED,,,1,CTNS,88.00,/CTNS,0.000,88.00,10.00
200,RI130,KOKUHO RICE YELLOW,15 LBS,,30,BAGS,8.20,/BAGS,0.000,246.00,21.00
210,BR115,NEW CHOICE SEASONING,,,10,CTNS,5.80,/CTNS,0.000,58.00,6.00
220,BR115A,NEW CHOICE NO MSG,,,10,CTNS,5.80,/CTNS,0.000,58.00,6.00
230,BR116,NEW CHOICE BEEF BROTH,14z,,10,CTNS,6.50,/CTNS,0.000,65.00,6.50
240,BR116A,NEW CHOICE VEGETABLE,,,5,CTNS,6.50,/CTNS,0.000,32.50,3.25
250,DD104,KTT STEW SPICE MIX,,,3,CTNS,30.00,/CTNS,0.000,90.00,9.00
260,UT818,PALLET,,,2,CTNS,6.00,/CTNS,0.000,12.00,1.00
,,,,,,,,Invoice totals:,,3575.52,564.59

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0726
,,,,,I N V O I C E,,H I S T O R Y,,,B Y I N V O I C E
Invoice,#:,770783,Invoice date:,11/20/18,,Customer: H036,,,,HONG KONG MARKET IN,,Sales rep:,5
Order,#:,100392,Order date:,11/19/18,,,,,,FEDERAL WAY LLC
,,,,,,,,Telephone:,,253-252-7967
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
5,CF123,,CALIFORNIA GIRL MACKEREL,,,,10,,CTNS,28.00,/CTNS,0.000,280.00,28.50
10,RS104,,MY THO BUN TUOI DAC BIET,,,,20,,CTNS,36.00,/CTNS,0.000,720.00,190.40
20,RS104,,MY THO BUN TUOI DAC BIET,,,,2,,CTNS,0.00,/CTNS,0.000,0.00,52.96-
30,RS105,,MY THO BANH HOI TUOI,,*VN*,,5,,CTNS,37.40,/CTNS,0.000,187.00,68.00
40,RS105,,MY THO BANH HOI TUOI,,*VN*,,1,,CTNS,0.00,/CTNS,0.000,0.00,23.80-
50,COF161,,VINA 3IN1 CAFE,*20 SACH*,,,1,,CTNS,40.00,/CTNS,0.000,40.00,6.40
60,COF109C,,TRUNG NGUYEN COFEE,,*20PK,,60,,CTNS,42.00,/CTNS,0.000,2520.00,450.00
80,PW621A,,THUAN P SUONG SAO,,*BLACK*,,2,,CTNS,80.00,/CTNS,0.000,160.00,43.00
100,RP111A,,BANH TRANG MY THO,,*25CM*,,4,,CTNS,41.00,/CTNS,0.000,164.00,40.92
110,RP111,,BANH TRANG MY THO,,*22CM*,,3,,CTNS,41.00,/CTNS,0.000,123.00,30.69
120,RP111C,,BANH TRANG MY THO,,*28CM*,,2,,CTNS,41.50,/CTNS,0.000,83.00,21.46
130,RP111E,,BANH TRANG MY THO,,*31CM*,,1,,CTNS,41.50,/CTNS,0.000,41.50,10.58
140,RP111E,,BANH TRANG MY THO,,*31CM*,,1,,CTNS,0.00,/CTNS,0.000,0.00,30.92-
150,UT818,,PALLET,,,,2,,CTNS,7.00,/CTNS,0.000,14.00,3.00
,,,,,,,,,,,Invoice totals:,,4332.50,785.27

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0727
,,,,,I N V O I C E,,H I S T O R Y,,,B Y I N V O I C E
Invoice,#:,770785,Invoice date:,11/16/18,,Customer:,5,,,"5 STARS TRADING,LLC",,Sales rep:,15
Order,#:,100393,Order date:,11/16/18,,,,,,174 N.HOTEL ST.
,,,,,,,,Telephone:
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,FR287,,PHU H CINNAMON PORK PATTY,,,,1,,CTNS,93.00,/CTNS,0.000,93.00,9.25
20,FR340,,TYJ PASTRY WRAPPER,,"5""",,1,,CTNS,41.00,/CTNS,0.000,41.00,11.00
30,FR385,,MENLO SPRING ROLL WRAPPER,,,,1,,CTNS,23.00,/CTNS,0.000,23.00,3.35
40,GR400C,,MVN Q-H BBQ PORK W/SHRIMP,,,,1,,CTNS,94.00,/CTNS,0.000,94.00,9.00
50,DD129,,KTT BOT CHIEN TOM & CHUOI,,,,1,,CTNS,32.00,/CTNS,0.000,32.00,3.50
60,DD104,,KTT GV BO KHO,*STEW SPICE,,,1,,CTNS,30.00,/CTNS,0.000,30.00,3.00
70,DD109,,KTT BOT NGHE,*TUMERIC,2oz,,1,,CTNS,30.00,/CTNS,0.000,30.00,3.00
80,DD100,,KTT GV NAU PHO HOA A-25,,,,1,,CTNS,30.00,/CTNS,0.000,30.00,3.00
,,,,,,,,,,,Invoice totals:,,373.00,45.10

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0728
,,,,,I N V O I C E,,H I S T O R Y,,,B Y I N V O I C E
Invoice,#:,770786,Invoice date:,11/16/18,,Customer: T042,,,,THAI AN MARKET,,Sales rep:,5
Order,#:,100399,Order date:,11/19/18,,,,,,2425 S. HILLSIDE,#500
,,,,,,,,Telephone:,,316-440-7888
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,Qty-shipped,,,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,VN103,,VENUS CUTTLEFISH BALL,,,,1,,CTNS,131.00,/CTNS,0.000,131.00,14.00
20,FR033,,OF BABY ROUND SCAD,,,,5,,CTNS,48.00,/CTNS,0.000,240.00,91.40
30,VN101,,VENUS BEEF MEAT BALL,,,,1,,CTNS,127.00,/CTNS,0.000,127.00,13.60
40,VN106,,VENUS SHRIMP BALL,,#253,,2,,CTNS,122.00,/CTNS,0.000,244.00,28.00
50,VN104,,VENUS FISHBALL (CA VIEN),,,,2,,CTNS,115.00,/CTNS,0.000,230.00,24.80
60,VN100,,VENUS PORK MEAT BALL,,,,2,,CTNS,119.00,/CTNS,0.000,238.00,25.60
70,FR488A,,GP BO VIEN GAN,*JUMBO*,,,5,,CTNS,75.00,/CTNS,0.000,375.00,35.00
80,COF109AA,,TRUNG NGUYEN COFEE,,*100ST,,20,,CTNS,42.00,/CTNS,0.000,840.00,153.80
90,COF109C,,TRUNG NGUYEN COFEE,,*20PK,,20,,CTNS,48.00,/CTNS,0.000,960.00,270.00
100,COF109C,,TRUNG NGUYEN COFEE,,*20PK,,2,,CTNS,0.00,/CTNS,0.000,0.00,69.00-
110,NO300,,ICHIBAN ORIGINAL NOODLE,,,,10,,CTN,11.50,/CTN,0.000,115.00,12.50
120,BR106,,LAL SPICY BEEF BROTH,,,,1,,CTNS,26.00,/CTNS,0.000,26.00,8.40
130,BR110,,LAL SPICY STEWED BEEF,,,,1,,CTNS,26.00,/CTNS,0.000,26.00,8.40
140,TO100,,HOUSE TOFU MIX,05/22/2019,,,1,,CTNS,118.00,/CTNS,0.000,118.00,10.50
150,DD104,,KTT GV BO KHO,*STEW SPICE,,,5,,CTNS,30.00,/CTNS,0.000,150.00,15.00
160,BS243,,LAL BBS TIPS TW,*40LBS*,,,10,,CTNS,21.00,/CTNS,0.000,210.00,101.50
170,BS243,,LAL BBS TIPS TW,*40LBS*,,,2,,CTNS,0.00,/CTNS,0.000,0.00,21.70-
180,HM100A,,FORTUNE LUNCHEON MEAT,,,,5,,CTNS,67.00,/CTNS,0.000,335.00,30.00
190,SS190EE,,CHIN SU TAM THAI TU,,650ML,,5,,EACH,20.00,/CTNS,0.000,100.00,54.50
200,RS104,,MY THO BUN TUOI DAC BIET,,,,20,,CTNS,35.00,/CTNS,0.000,700.00,170.40
210,RS104,,MY THO BUN TUOI DAC BIET,,,,2,,CTNS,0.00,/CTNS,0.000,0.00,52.96-
220,DD100,,KTT GV NAU PHO HOA A-25,,,,5,,CTNS,30.00,/CTNS,0.000,150.00,15.00
230,RS105,,MY THO BANH HOI TUOI,,*VN*,,10,,CTNS,37.40,/CTNS,0.000,374.00,136.00
240,RS105,,MY THO BANH HOI TUOI,,*VN*,,2,,CTNS,0.00,/CTNS,0.000,0.00,47.60-
250,UT818,,PALLET,,,,2,,CTNS,7.00,/CTNS,0.000,14.00,3.00
,,,,,,,,,,,Invoice totals:,,5703.00,1030.14

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0729
,,,,,,I N V O I C E,,H I S T O R Y,B Y I N V O I C E
Invoice,#:,770787,Invoice date:,11/20/18,,,Customer: JC,,KIM THANH SUPERMARKET(JC),,Sales rep:,7
Order,#:,100397,Order date:,11/19/18,,,,,3086 S. REDWOOD RD.
,,,,,,,,Telephone:,801-975-1534
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,,Qty-shipped,,Unit price,Lin-disc%,,Ext-price,Gross-margin
10,FR130,,FR. TILAPIA WHOLE,,1000/UP,,20,CTNS,52.00,/CTNS,0.000,1040.00,240.00
20,FR130,,FR. TILAPIA WHOLE,,1000/UP,,2,CTNS,0.00,/CTNS,0.000,0.00,80.00-
30,FR311A,,FR. AROY-D BANANA LEAVES,,,,10,CTNS,21.00,/CTNS,0.000,210.00,55.00
40,FR141,,SUN CA BASA H/L WHOLECUT,,,,1,CTNS,76.00,/CTNS,0.000,76.00,8.75
50,FR036,,FISHMONGER SWAI STEAKS,,,,1,CTNS,72.00,/CTNS,0.000,72.00,18.00
60,FR821,,FR. SQUID,3 LB g.pacific,,,2,CTNS,82.80,/CTNS,0.000,165.60,32.40
70,FR123C,,FR. BONITO W/R,2/4 IQF,,,1,CTNS,36.96,/CTNS,0.000,36.96,9.24
80,FR827N,,SHRIMP H/L S/O,91/110,,,2,CTNS,128.00,/CTNS,0.000,256.00,32.00
90,GR307,,Q-HUONG PORK MEAT LOAF,,,,1,CTNS,52.00,/CTNS,0.000,52.00,5.00
100,GR306A,,Q-HUONG PORK SKIN,,*5LB*,,1,CTNS,49.00,/CTNS,0.000,49.00,5.00
110,GR203,,VI HUONG PORK MEAT LOAF,,,,2,CTNS,50.00,/CTNS,0.000,100.00,10.00
120,GR204,,VI HUONG PORK SKIN LOAF,,,,1,CTNS,50.00,/CTNS,0.000,50.00,5.00
130,TH104,,TAYHO BEEF TENDON BALLS,,,,1,CTNS,94.00,/CTNS,0.000,94.00,8.80
140,FR487,,GP BEEF MEAT BALL,,*,,1,CTNS,64.00,/CTNS,0.000,64.00,6.00
150,GR307A,,Q-HUONG,#1 BEEF TENDON,,,1,CTNS,60.00,/CTNS,0.000,60.00,6.00
160,FR341,,TYJ PASTRY WRAPPER,,"8""",,1,CTNS,41.00,/CTNS,0.000,41.00,11.00
170,FR168,,SAIGON EGGROLLS SHRIMP &,,,,1,CTNS,227.00,/CTNS,0.000,227.00,37.00
180,FR710B,,FR. COOK UNPEEL CORN,,,3 PC,2,CTNS,37.00,/CTNS,0.000,74.00,22.64
190,FR901,,FR. THAI CORN BLACK,,,,1,CTNS,40.00,/CTNS,0.000,40.00,4.00
200,FR298,,HUONG DUYEN MOC TUOI,,,,1,CTNS,126.00,/CTNS,0.000,126.00,23.60
210,FR109,,BOAT CHA CA THAC LAC,,,,1,CTNS,99.00,/CTNS,0.000,99.00,11.88
220,FR485,,GP FRESH LADY FISH PASTE,,,,1,CTNS,64.00,/CTNS,0.000,64.00,6.40
230,FR182,,OF THIT HEN VIETNAM,,,,1,CTNS,58.00,/CTNS,0.000,58.00,24.40
240,HM152,,CALIFORNIA.PORK SAUSAGE,,,,1,CTNS,132.00,/CTNS,0.000,132.00,12.00
250,FR114AA,,FR. CUTTLEFISH-clean U1/2,,,,1,CTNS,88.00,/CTNS,0.000,88.00,11.00
260,FR822B,,FR. SQUID W/R U/2,,*INDIA*,,1,CTNS,198.00,/CTNS,0.000,198.00,52.80
270,TE154,,CHINA SLIM TEA,*LADY SIT*,,,1,CTNS,43.00,/CTNS,0.000,43.00,4.54
280,CA223,,KOPIKO COFFEE CANDY,,,(B),1,CTNS,19.00,/CTNS,0.000,19.00,2.00
290,CA224,,KOPIKO CAPUCINO CANDY (B),,,,1,CTNS,19.00,/CTNS,0.000,19.00,2.00
300,CO247A,,HUP SENG SUGAR CRACKERS,,,,1,CTNS,16.00,/CTNS,0.000,16.00,2.50
310,BF106,,BACH CUC CURRY BEEF JERKY,,,,1,CTNS,160.00,/CTNS,0.000,160.00,15.00
320,CO363,,LOTTE CHOCOPIE GREEN TEA,,,,1,CTNS,23.25,/CTNS,0.000,23.25,4.05
330,COF161,,VINA 3IN1 CAFE,*20 SACH*,,,1,CTNS,44.00,/CTNS,0.000,44.00,10.40
340,CH111,,N-SHIM PRAWN CRACKER,,,,1,CTNS,19.50,/CTNS,0.000,19.50,2.25
350,CO255,,GARDEN DURIAN WAFER,,,,1,CTNS,26.50,/CTNS,0.000,26.50,2.50
360,CC170,,SAVOY COCONUT CREAM,,,,3,CTNS,31.00,/CTNS,0.000,93.00,10.50
370,CI192,,PANTAI SWT CHILI SAUCE,,,*L,1,CTNS,29.00,/CTNS,0.000,29.00,4.00
380,CI201,,TCC SWT CHILI CHICKEN,,,*L*,1,CTN,22.00,/CTN,0.000,22.00,3.00
390,CF123,,CALIFORNIA GIRL MACKEREL,,,,1,CTNS,30.00,/CTNS,0.000,30.00,4.85
400,SA105,,LKK HOISIN SAUCE,,*20 OZ*,,1,CTNS,18.50,/CTNS,0.000,18.50,2.10
410,CI120,,SRIRACHA CHILI SAUCE,,,*L*,1,CTNS,24.00,/CTNS,0.000,24.00,3.00
420,CI121,,SRIRACHA CHILI SAUCE,,,*S*,1,CTNS,19.00,/CTNS,0.000,19.00,2.00
430,SS251,,KC HOISIN SAUCE,,15 OZ,,1,CTNS,39.50,/CTNS,0.000,39.50,3.50
440,SS263,,KC GROUND BEAN SAUCE,,,6X5,1,CTNS,32.50,/CTNS,0.000,32.50,6.00
450,KS205,,SK HOT NGO,whole,,,1,CTNS,32.00,/CTNS,0.000,32.00,3.25
460,KS203,,SK HOT DIEU MAU whole,,,,1,CTNS,34.00,/CTNS,0.000,34.00,3.25

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0730
,,,,,,I N V O I C E,,H I S T O R Y,B Y I N V O I C E
Invoice,#:,770787,Invoice date:,11/20/18,,,Customer: JC,,KIM THANH SUPERMARKET(JC),,Sales rep:,7
Order,#:,100397,Order date:,11/19/18,,,,,3086 S. REDWOOD RD.
,,,,,,,,Telephone:,801-975-1534
Report location,,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,,#,Description,,,,Qty-shipped,,Unit price,Lin-disc%,,Ext-price,Gross-margin
470,SS194,,FRENCH MAGGI SAUCE,,*L*,,1,CTNS,81.00,/CTNS,0.000,81.00,16.00
480,SS195,,FRENCH MAGGI SAUCE,,*S*,,1,CTNS,61.00,/CTNS,0.000,61.00,12.00
490,FD150,,COCO RICO COCONUT SODA,,,,10,CTNS,8.75,/CTNS,0.000,87.50,10.50
500,FL170,,ERAWAN GLUTINOUS FLOUR  .,,,,2,CTNS,16.00,/CTNS,0.000,32.00,3.00
510,FL171,,ERAWAN RICE FLOUR,,,,1,CTNS,14.00,/CTNS,0.000,14.00,1.75
520,PW239A,,TOTOLE CHICKEN BOUILLON L,,,,1,CTNS,82.00,/CTNS,0.000,82.00,7.00
530,BN121,,WOR FUNG WHITE SESAME,,,,1,CTNS,83.00,/CTNS,0.000,83.00,8.00
540,BN102,,BKK ELE GREEN MUNG BEAN,,,,1,CTNS,41.00,/CTNS,0.000,41.00,7.00
550,DD147A,,VT BOT FRIED BANANA,,,,1,CTNS,22.00,/CTNS,0.000,22.00,7.57
560,PW110,,ALSA BAKING POWDER (BAGS),,,,1,CTNS,190.00,/CTNS,0.000,190.00,25.00
570,FJ131,,AGAR AGAR POWDE TELEPHONE,,,,1,CTNS,325.00,/CTNS,0.000,325.00,30.00
580,DD152,,VT BOT BANH BAO dumling,,,,1,CTNS,17.00,/CTNS,0.000,17.00,6.23
590,CF290,,CHIN-C GREEN AI-YU JELLY,,,,1,CTNS,11.50,/CTNS,0.000,11.50,1.20
600,CF291,,CHIN-C GRASS JELLY,,19 OZ,,1,CTNS,11.50,/CTNS,0.000,11.50,1.20
610,CF162,,CHAOKOH SUGAR CANE WHOLE,,,,1,CTNS,17.00,/CTNS,0.000,17.00,2.00
620,CC141,,AROY-D COCONUT MEAT,,,,1,CTNS,34.00,/CTNS,0.000,34.00,7.00
630,CF321,,LAL LONGAN IN SYRUP,,,[B19],1,CTNS,35.00,/CTNS,0.000,35.00,8.00
640,CF211,,AROY-D LYCHEE SYRUP,,,10+1,1,CTNS,46.00,/CTNS,0.000,46.00,17.15
650,CF250,,CHAOKOH COCONUT GEL,,,,1,CTNS,23.00,/CTNS,0.000,23.00,3.00
660,NO450,,VIFON PHO BO,,*bag*,,1,BDL,30.00,/BDL,0.000,30.00,3.00
670,NO300,,ICHIBAN ORIGINAL NOODLE,,,,5,CTN,11.50,/CTN,0.000,57.50,6.25
680,TL100,,TL BOT BANH BAO steamed,,,,1,CTNS,38.50,/CTNS,0.000,38.50,3.50
690,FS220,,3 CRAB FISH SAUCE,,,,5,CTNS,36.00,/CTNS,0.000,180.00,12.50
700,UT282,,THANK YOU BAG L,12x7x22,,,10,CTNS,12.50,/CTNS,0.000,125.00,25.00
710,UT818,,PALLET,,,,2,CTNS,7.00,/CTNS,0.000,14.00,3.00
,,,,,,,,,,Invoice totals:,,5874.81,895.45

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0731
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770788,Invoice date:,11/16/18,Customer: DAI,TAI NAM CORP,,Sales rep:,5
Order,#:,100402,Order date:,11/15/18,,4925 N.BROADWAY SUITE,# J
,,,,,Telephone:,847-772-0660
Report location,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
10,BM118,B.ROYAL TEA MIX,,8,CTNS,125.00,/CTNS,0.000,1000.00,120.00
20,PE103,WHITE PEPPER POWDER,5 LBS,6,CTNS,168.00,/CTNS,0.000,1008.00,98.40
30,PW227,KNORR GV THIT KHO,,5,CTNS,30.00,/CTNS,0.000,150.00,75.40
40,PW229,KNORR GV CANH CHUA,,5,CTNS,30.00,/CTNS,0.000,150.00,65.20
50,CI220,CHIN SU CHILI SAUCE,10+1,10,CTNS,24.00,/CTNS,0.000,240.00,131.50
60,CI220,CHIN SU CHILI SAUCE,10+1,1,CTNS,0.00,/CTNS,0.000,0.00,10.85-
70,COF103,TRUNG NGUYEN G7 COLLAGEN,,20,CTNS,70.00,/CTNS,0.000,1400.00,412.20
80,COF109AA,TRUNG NGUYEN COFEE,*100ST,20,CTNS,46.00,/CTNS,0.000,920.00,233.80
90,UT818,PALLET,,1,CTNS,7.00,/CTNS,0.000,7.00,1.50
,,,,,,,Invoice totals:,,4875.00,1127.15

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0732
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770789,Invoice date:,11/19/18,Customer: PAN,PAN-ASIA MARKET,Sales rep:,7
Order,#:,100398,Order date:,11/19/18,,11940 METCALF AVE.
,,,,,Telephone:,402-250-9132
Report location,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
20,FR377,SO.CAL. FRESH EGG NOODLE,,,,2,CTNS,48.00,/CTNS,0.000,96.00,9.00
30,WK104,WOO KEE BANH BOT LOC,,,,10,BAGS,1.12,/BAGS,0.000,11.20,1.20
40,WK106,WOO KEE FRESH RICE NOODLE,,,,10,BAGS,2.20,/BAGS,0.000,22.00,2.00
50,WK107,WOO KEE FRESH RICE ROLLS,,,,10,TRAY,1.90,/TRAY,0.000,19.00,2.00
60,WK108,WOO KEE FRESH RICE ROLLS,,,,10,EACH,2.10,/TRAY,0.000,21.00,2.00
70,BN101B,KASET MUNG BEAN PEEL/,,,,1,CTNS,44.00,/CTNS,0.000,44.00,8.30
80,BR115A,NEW CHOICE CHICKEN NO MSG,,,,1,CTNS,5.80,/CTNS,0.000,5.80,0.60
90,BR116,NEW CHOICE BEEF BROTH,,,14z,1,CTNS,6.50,/CTNS,0.000,6.50,0.65
100,BS171,LAL SOUR BBS,2 LBS,,,1,CTNS,16.00,/CTNS,0.000,16.00,4.75
110,SS120,GOLDEN MOUNTAIN SOY SAUCE,,,,10,CTNS,15.00,/CTNS,0.000,150.00,20.00
120,CA132,CHACHA SUNFLOWER-SPICY,,,,5,CTNS,31.50,/CTNS,0.000,157.50,15.00
130,CF161,LAL QUAIL EGGS trung cuc,,,,1,CTNS,38.00,/CTNS,0.000,38.00,14.30
140,CI179,LAL SWT CHILI SPRING ROLL,,,,5,CTNS,21.00,/CTNS,0.000,105.00,37.25
150,CO114,BUTTER COCONUT COOKIES,,,,1,CTNS,17.00,/CTNS,0.000,17.00,2.00
160,SS155,MAEKRUA OYSTER SAUCE,,,*L*,5,CTNS,22.00,/CTNS,0.000,110.00,10.00
170,CO158A,HELLO KITTY STRAWBERRY,,,,1,CTNS,28.00,/CTNS,0.000,28.00,3.00
180,CO246,EURO CUSTARD CAKE,,,,1,CTNS,18.00,/CTNS,0.000,18.00,2.50
190,CO247,EURO PANDAN CAKE,,,,1,CTNS,18.00,/CTNS,0.000,18.00,2.50
200,COF109,TRUNG NGUYEN COFFE,,,*50PK,2,CTNS,52.00,/CTNS,0.000,104.00,31.86
210,COF109AAA,TRUNG NGUYEN COFFE,,,*50ST,1,CTNS,52.00,/CTNS,0.000,52.00,15.93
220,COF109B,NESCAFE VIET,3n1,,*SUA DA,1,CTNS,58.00,/CTNS,0.000,58.00,20.57
230,CV130,LAL PKL LOTUS ROOTLET (S),,,,1,CTNS,31.20,/CTNS,0.000,31.20,11.70
240,BC101A,AROY-D YOUNG BABY CORN,,,,1,CTNS,23.00,/CTNS,0.000,23.00,5.65
250,CW110,YCL RICE COOKING WINE,,,,1,CTNS,13.50,/CTNS,0.000,13.50,2.75
260,DD103,KTT GV BUN BO HUE,,*SPICY,,1,CTNS,30.00,/CTNS,0.000,30.00,3.00
270,DD143,VT BOT GAO,,,,1,EACH,17.00,/CTNS,0.000,17.00,5.95
280,DD144,VT BOT NEP,,,,1,CTNS,19.00,/CTNS,0.000,19.00,5.83
290,DD145A,VT BOT BAP,*L*,,,1,CTNS,20.00,/CTNS,0.000,20.00,5.96
292,DD152,VT BOT BANH BAO dumling,,,,1,CTNS,17.00,/CTNS,0.000,17.00,6.23
300,CA119C,MORINAGA *BAG* CITRUS,,,,2,CTNS,8.00,/CTNS,0.000,16.00,1.60
310,FD145,CHIN-C RICE CONGEE SOUP,,,,1,CTNS,19.00,/CTNS,0.000,19.00,2.10
320,FD370,YEO'S SOYBEAN DRINK,,1L,,1,CTNS,12.00,/CTNS,0.000,12.00,1.20
330,FO101,3 ELEPHANT FRIED ONION,,,,1,CTNS,42.00,/CTNS,0.000,42.00,7.60
340,FS200,RED BOAT FISH SAUCE,,*L*,,1,CTNS,68.00,/CTNS,0.000,68.00,10.00
350,KS211,SK THINH SAIGON roasted,,,3,1,CTNS,67.00,/CTNS,0.000,67.00,6.50
360,MI120,BLACK & WHITE COND. MILK,,,,1,CTNS,38.00,/CTNS,0.000,38.00,6.00
370,NO141,FRESH CHOW MEIN NOODLES,,,,1,CTNS,30.00,/CTNS,0.000,30.00,3.00
380,NO149,TR VEGETARIAN NOODLE,,*S,,1,CTNS,55.00,/CTNS,0.000,55.00,10.00
390,NO160,EXCELLENT NOODLE,,*16 OZ*,,1,EACH,52.00,/CTNS,0.000,52.00,6.00
400,MD123,WHITE FLOWER OIL,,#1,,2,DOZN,93.00,/DOZN,0.000,186.00,20.80
410,SA148A,LKK SRIRACHA MAYO,,*L*,,1,CTNS,29.40,/CTNS,0.000,29.40,4.90
420,NT104,8 MATE ASST. RICE CRACKER,,,,1,CTNS,32.00,/CTNS,0.000,32.00,3.00
430,OI102,VEGETABLE OIL,88 OZ,,,1,CTNS,36.00,/CTNS,0.000,36.00,3.50
440,PW209A,INDIAN CURRY PWD,,6oz BTL,,1,CTNS,56.00,/CTNS,0.000,56.00,5.40
450,PW303A,LOTUS GIA VI BO HUE,,,,1,CTNS,50.00,/CTNS,0.000,50.00,4.54
460,RP111A,BANH TRANG MY THO,,*25CM*,,1,CTNS,41.00,/CTNS,0.000,41.00,10.23

Date,12/14/2018,Time,13:35:28,"L.A. LUCKY IMPORT EXPORT, INC.",PDF Generated Report,Page,0733
I N V O I C E,H I S T O R Y,B Y,I N V O I C E
Invoice,#:,770789,Invoice date:,11/19/18,Customer: PAN,PAN-ASIA MARKET,Sales rep:,7
Order,#:,100398,Order date:,11/19/18,,11940 METCALF AVE.
,,,,,Telephone:,402-250-9132
Report location,,:Q:\PSI\PBS/RWWRK/13352287.pdf
Seq# Item/Svc,#,Description,Qty-shipped,Unit price,Lin-disc%,Ext-price,Gross-margin
470,RS104A,MY THO BUN TUOI,14oz,,1,CTNS,27.50,/CTNS,0.000,27.50,8.78
480,SA105A,LKK vege HOISIN SAUCE,,,1,CTNS,20.00,/CTNS,0.000,20.00,2.00
490,SA122,LKK CHAR SIU SAUCE,,14 OZ,1,CTNS,28.00,/CTNS,0.000,28.00,3.00
500,SA131B,LKK VEG MUSHROOM STIR-FRY,,,1,CTNS,27.00,/CTNS,0.000,27.00,4.95
510,SA119A,LKK SOY SAUCE *,,,1,CTNS,16.00,/CTNS,0.000,16.00,2.55
520,SS182A,KKM LITE SOYSAUCE,10z,,1,EACH,27.00,/CTNS,0.000,27.00,2.40
